"address","title","category","city","google_map_link","workhours","latitude","longitude","phone","avg_rating","rating_count","state","website"
"5066 South Commerce Dr, Murray, UT 84107, United States","Scotty's Auto Repair","Auto repair shop","Murray","https://www.google.com/maps/place/Scotty%27s+Auto+Repair/data=!4m7!3m6!1s0x87528a2c4071ef53:0x47572c45b6644a9b!8m2!3d40.6613032!4d-111.8991571!16s%2Fg%2F1td5xmxs!19sChIJU-9xQCyKUocRm0pktkUsV0c?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.6613032","-111.8991571","+1 801-266-2331","5.0","108","Utah",
"2448 Constitution Blvd, Salt Lake City, UT 84119, United States","Sun's Auto Repair","Auto repair shop","West Valley City","https://www.google.com/maps/place/Sun%27s+Auto+Repair/data=!4m7!3m6!1s0x87528cab88517cdf:0xf28845c57b2db356!8m2!3d40.7173287!4d-111.958318!16s%2Fg%2F1tlwg3jy!19sChIJ33xRiKuMUocRVrMte8VFiPI?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, 8 am to 5 pm; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.7173287","-111.958318","+1 801-974-9173","4.8","58","Utah","suns-auto-repair.poi.place"
"198 W State St, Lehi, UT 84043, United States","Rogers Automotive","Auto repair shop","Lehi","https://www.google.com/maps/place/Rogers+Automotive/@40.4007127,-111.8526904,17z/data=!3m1!4b1!4m6!3m5!1s0x874d8028e93b2af9:0x4549ce34aabd70b7!8m2!3d40.4007127!4d-111.8526904!16s%2Fg%2F1ths9v6n?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,"40.4007127","-111.8526904","+1 801-768-2590","4.6","244","Utah","rogersautomotivelehi.com"
"215 N 600 W, Pleasant Grove, UT 84062, United States","Jake's Automotive","Auto repair shop","Pleasant Grove","https://www.google.com/maps/place/Jake%27s+Automotive/data=!4m7!3m6!1s0x874d8404d614ea59:0xda69c8c84a2b1a66!8m2!3d40.3662218!4d-111.7500436!16s%2Fg%2F1tx47jd9!19sChIJWeoU1gSETYcRZhorSsjIado?authuser=0&hl=en&rclk=1","Tuesday, 8:30 am to 5 pm; Wednesday, 8:30 am to 5 pm; Thursday, 8:30 am to 5 pm; Friday, 8:30 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8:30 am to 5 pm. Hide open hours for the week","40.3662218","-111.7500436","+1 801-785-0337","4.8","553","Utah","jakesautomotiveutah.com"
"602 Old Mill Ln, Kaysville, UT 84037, United States","Experienced Automotive Mechanics","Auto repair shop","Kaysville","https://www.google.com/maps/place/Experienced+Automotive+Mechanics/data=!4m7!3m6!1s0x875301ff2cfae26d:0xb33722a90138ec29!8m2!3d41.0352924!4d-111.9499225!16s%2Fg%2F119vkp7xc!19sChIJbeL6LP8BU4cRKew4AakiN7M?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","41.0352924","-111.9499225","+1 801-444-7142","4.6","209","Utah",
"807 E 200 S, Salt Lake City, UT 84102, United States","Slaugh's Car Care","Auto repair shop","Salt Lake City","https://www.google.com/maps/place/Slaugh%27s+Car+Care/data=!4m7!3m6!1s0x8752f565711309b5:0xfb0f3c0a1553bfa!8m2!3d40.7654399!4d-111.8677341!16s%2Fg%2F1vhq45hd!19sChIJtQkTcWX1UocR-jtVocDzsA8?authuser=0&hl=en&rclk=1","Tuesday, 7 am to 6 pm; Wednesday, 7 am to 6 pm; Thursday, 7 am to 6 pm; Friday, 7 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 7 am to 6 pm. Hide open hours for the week",,"-111.8677341","+1 801-532-4954","4.7","270","Utah","slaughscarcare.com"
"849 S State Rd, Pleasant Grove, UT 84062, United States","Wrenches Auto Repair","Auto repair shop","Pleasant Grove","https://www.google.com/maps/place/Wrenches+Auto+Repair/data=!4m7!3m6!1s0x874d84410d4f98c7:0x69dbce99ecd036ab!8m2!3d40.3535342!4d-111.7321919!16s%2Fg%2F1wfcpm9r!19sChIJx5hPDUGETYcRqzbQ7JnO22k?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5:30 pm; Wednesday, 8 am to 5:30 pm; Thursday, 8 am to 5:30 pm; Friday, 8 am to 5:30 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5:30 pm. Hide open hours for the week","40.3535342","-111.7321919","+1 801-785-6769","4.6","102","Utah","wrenchesautorepair.com"
"1255 W 400 S, Salt Lake City, UT 84104, United States","L and T Auto Service and repair","Auto repair shop","Salt Lake City","https://www.google.com/maps/place/L+and+T+Auto+Service+and+repair/data=!4m7!3m6!1s0x8752f4f358af8163:0x5493ffeb6486251b!8m2!3d40.7603184!4d-111.9273428!16s%2Fg%2F11bxf9x12t!19sChIJY4GvWPP0UocRGyWGZOv_k1Q?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 6 pm; Wednesday, 8 am to 6 pm; Thursday, 8 am to 6 pm; Friday, 8 am to 6 pm; Saturday, 8 am to 6 pm; Sunday, Closed; Monday, 8 am to 6 pm. Hide open hours for the week",,"-111.9273428","+1 801-521-4234","4.5","138","Utah","landtautoserviceandrepair.com"
"39 W 900 S, Salt Lake City, UT 84101, United States","Mike Palmer Automotive","Auto repair shop","Salt Lake City","https://www.google.com/maps/place/Mike+Palmer+Automotive/data=!4m7!3m6!1s0x8752f53cc97437fd:0x6e7e26e7e4f587a3!8m2!3d40.749551!4d-111.8923772!16s%2Fg%2F1tx4pvhm!19sChIJ_Td0yTz1UocRo4f15Ocmfm4?authuser=0&hl=en&rclk=1","Tuesday, 7 am to 5:30 pm; Wednesday, 7 am to 5:30 pm; Thursday, 7 am to 5:30 pm; Friday, 7 am to 5:30 pm; Saturday, Closed; Sunday, Closed; Monday, 7 am to 5:30 pm. Hide open hours for the week",,"-111.8923772","+1 801-595-8724","4.6","329","Utah","mikepalmerautomotive.com"
"2729 9000 S, West Jordan, UT 84088, United States","Top Stop Automotive","Auto repair shop","West Jordan","https://www.google.com/maps/place/Top+Stop+Automotive/data=!4m7!3m6!1s0x87528f3680621a23:0x891372075e52ffa8!8m2!3d40.5874465!4d-111.9583974!16s%2Fg%2F1tfbj64b!19sChIJIxpigDaPUocRqP9SXgdyE4k?authuser=0&hl=en&rclk=1","Tuesday, 7:30 am to 6 pm; Wednesday, 7:30 am to 6 pm; Thursday, 7:30 am to 6 pm; Friday, 7:30 am to 6 pm; Saturday, Closed; Sunday, Closed; Monday, 7:30 am to 6 pm. Hide open hours for the week",,"-111.9583974","+1 801-567-1401","4.8","80","Utah",
"1050 S State St, Salt Lake City, UT 84111, United States","Master AutoTech","Auto repair shop","South Salt Lake","https://www.google.com/maps/place/Master+AutoTech/data=!4m7!3m6!1s0x8752f5fb1ff8424b:0x754e46ec1db2a08c!8m2!3d40.7461522!4d-111.8888633!16s%2Fg%2F11l2yr8tby!19sChIJS0L4H_v1UocRjKCyHexGTnU?authuser=0&hl=en&rclk=1","Tuesday, 7:30 am to 6 pm; Wednesday, 7:30 am to 6 pm; Thursday, 7:30 am to 6 pm; Friday, 7:30 am to 6 pm; Saturday, Closed; Sunday, Closed; Monday, 7:30 am to 6 pm. Hide open hours for the week","40.7461522","-111.8888633","+1 801-609-9709","4.9","99","Utah","masterauto.tech"
"4690 S Riverside Dr, Murray, UT 84123, United States","Sindy Auto Repair","Auto repair shop","Murray","https://www.google.com/maps/place/Sindy+Auto+Repair/data=!4m7!3m6!1s0x87528bcb231c0b71:0xaa14a1b776e07650!8m2!3d40.670282!4d-111.9060479!16s%2Fg%2F11b8v9k5wy!19sChIJcQscI8uLUocRUHbgdrehFKo?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 6 pm; Wednesday, 9 am to 6 pm; Thursday, 9 am to 6 pm; Friday, 9 am to 6 pm; Saturday, Closed; Sunday, Closed; Monday, 9 am to 6 pm. Hide open hours for the week","40.670282","-111.9060479","+1 801-759-6540","4.3","78","Utah",
"6130 S 350 W, Murray, UT 84107, United States","Protech Car Care","Auto repair shop","Murray","https://www.google.com/maps/place/Protech+Car+Care/data=!4m7!3m6!1s0x87528904736a140d:0xe8a2678e3223f896!8m2!3d40.6380419!4d-111.9003487!16s%2Fg%2F11h99vz0sl!19sChIJDRRqcwSJUocRlvgjMo5noug?authuser=0&hl=en&rclk=1","Tuesday, 7:30 am to 5:30 pm; Wednesday, 7:30 am to 5:30 pm; Thursday, 7:30 am to 5:30 pm; Friday, 7:30 am to 5:30 pm; Saturday, Closed; Sunday, Closed; Monday, 7:30 am to 5:30 pm. Hide open hours for the week","40.6380419","-111.9003487","+1 801-567-3700","4.9","24","Utah",
"270 W 400 N St, American Fork, UT 84003, United States","Kirks automotive repair","Auto repair shop","American Fork","https://www.google.com/maps/place/Kirks+automotive+repair/data=!4m7!3m6!1s0x874d81f11767e1e7:0x4e4f60e3f7ab0bb3!8m2!3d40.3853169!4d-111.8054057!16s%2Fg%2F11jzf9ny0y!19sChIJ5-FnF_GBTYcRswur9-NgT04?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 5 pm; Wednesday, 9 am to 5 pm; Thursday, 9 am to 5 pm; Friday, 9 am to 5 pm; Saturday, 10 am to 4 pm; Sunday, 10 am to 3 pm; Monday, 9 am to 5 pm. Hide open hours for the week","40.3853169","-111.8054057","+1 801-953-9570","5.0","64","Utah",
"2221 E 3300 S, Salt Lake City, UT 84109, United States","Old Fashion Service","Auto repair shop","Salt Lake City","https://www.google.com/maps/place/Old+Fashion+Service/data=!4m7!3m6!1s0x875261b0d1ac7349:0x5656569dd21d49b3!8m2!3d40.7001527!4d-111.8266195!16s%2Fg%2F1tl0xttd!19sChIJSXOs0bBhUocRs0kd0p1WVlY?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 6 pm; Wednesday, 8 am to 6 pm; Thursday, 8 am to 6 pm; Friday, 8 am to 6 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 6 pm. Hide open hours for the week","40.7001527","-111.8266195","+1 801-466-5455","4.8","273","Utah","oldfashionservice.com"
"8815 S State St, Sandy, UT 84070, United States","Gary Beardsley Automotive","Auto repair shop","Sandy","https://www.google.com/maps/place/Gary+Beardsley+Automotive/data=!4m7!3m6!1s0x8752886f06918051:0x1c15363378f289de!8m2!3d40.5914232!4d-111.8901506!16s%2Fg%2F11g8cvvz3w!19sChIJUYCRBm-IUocR3onyeDM2FRw?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5:30 pm; Wednesday, 8 am to 5:30 pm; Thursday, 8 am to 5:30 pm; Friday, 8 am to 5:30 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5:30 pm. Hide open hours for the week","40.5914232","-111.8901506","+1 801-930-5454","4.9","362","Utah","beardsleyauto.com"
"3412 W 8600 S, West Jordan, UT 84088, United States","Dennis Butterfield's Auto Repair","Auto repair shop","West Jordan","https://www.google.com/maps/place/Dennis+Butterfield%27s+Auto+Repair/data=!4m7!3m6!1s0x87528f21fc926c85:0xeb5d5cb676ca23db!8m2!3d40.5955767!4d-111.9725104!16s%2Fg%2F1td0bdy8!19sChIJhWyS_CGPUocR2yPKdrZcXes?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 5:30 pm; Wednesday, 9 am to 5:30 pm; Thursday, 9 am to 5:30 pm; Friday, 9 am to 5:30 pm; Saturday, Closed; Sunday, Closed; Monday, 9 am to 5:30 pm. Hide open hours for the week","40.5955767","-111.9725104","+1 801-280-3549","4.9","63","Utah",
"720 N State St, Orem, UT 84057, United States","Autotek Auto & Diesel","Auto repair shop","Orem","https://www.google.com/maps/place/Autotek+Auto+%26+Diesel/data=!4m7!3m6!1s0x874d8532211a40d5:0x7e2a8b190fc8280a!8m2!3d40.3104058!4d-111.7004633!16s%2Fg%2F1tkjlp5b!19sChIJ1UAaITKFTYcRCijIDxmLKn4?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.3104058","-111.7004633","+1 801-226-2647","4.6","54","Utah","autotekauto.com"
"260 W 900 S, Salt Lake City, UT 84101, United States","Js Automotive Repair","Auto repair shop","Salt Lake City","https://www.google.com/maps/place/Js+Automotive+Repair/data=!4m7!3m6!1s0x8752f52188e48995:0x1836c56423f3dec9!8m2!3d40.7500638!4d-111.8988472!16s%2Fg%2F11c2p_m1_2!19sChIJlYnkiCH1UocRyd7zI2TFNhg?authuser=0&hl=en&rclk=1",,"40.7500638","-111.8988472","+1 801-486-8133","4.9","32","Utah",
"4195 500 W #74, Murray, UT 84123, United States","Auto Repair Sanchez","Auto repair shop","Murray","https://www.google.com/maps/place/Auto+Repair+Sanchez/data=!4m7!3m6!1s0x87528bb2d1a000bf:0xd9f5d4cc57ff4a87!8m2!3d40.6806891!4d-111.9051996!16s%2Fg%2F11btx3z2lg!19sChIJvwCg0bKLUocRh0r_V8zU9dk?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 5 pm; Wednesday, 9 am to 5 pm; Thursday, 9 am to 5 pm; Friday, 9 am to 5 pm; Saturday, 9 am to 3 pm; Sunday, Closed; Monday, 9 am to 5 pm. Hide open hours for the week","40.6806891","-111.9051996","+1 801-347-5033","4.2","33","Utah",
"6130 S 350 W, Salt Lake City, UT 84107, United States","Reynoso Auto Repair","Auto repair shop","Murray","https://www.google.com/maps/place/Reynoso+Auto+Repair/data=!4m7!3m6!1s0x87528cddd5359755:0x8c34f722e8e2e4b2!8m2!3d40.6379482!4d-111.9008426!16s%2Fg%2F11b6hhkh68!19sChIJVZc11d2MUocRsuTi6CL3NIw?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, 10 am to 3 pm; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.6379482","-111.9008426","+1 385-297-1485","4.5","24","Utah","autorepairreynoso.com"
"4062 State St, Salt Lake City, UT 84107, United States","Dee's Automotive","Auto repair shop","Millcreek","https://www.google.com/maps/place/Dee%27s+Automotive/data=!4m7!3m6!1s0x87528a44591d0d0d:0x4fcdf83e46b795fc!8m2!3d40.6833581!4d-111.8887429!16s%2Fg%2F1tnl1wng!19sChIJDQ0dWUSKUocR_JW3Rj74zU8?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 6 pm; Wednesday, 8 am to 6 pm; Thursday, 8 am to 6 pm; Friday, 8 am to 6 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 6 pm. Hide open hours for the week","40.6833581","-111.8887429","+1 801-262-0945","4.7","238","Utah",
"33 Herbert Ave S, Salt Lake City, UT 84111, United States","Utah Imports","Auto repair shop","Salt Lake City","https://www.google.com/maps/place/Utah+Imports/data=!4m7!3m6!1s0x8752f53b06e5e7cb:0x613765591c23f72d!8m2!3d40.7466214!4d-111.889917!16s%2Fg%2F1tf1p9rj!19sChIJy-flBjv1UocRLfcjHFllN2E?authuser=0&hl=en&rclk=1",,"40.7466214","-111.889917","+1 801-533-9600","4.6","217","Utah","utahimports.com"
"771 400 N, Orem, UT 84057, United States","The Car Doctor of Orem","Auto repair shop","Orem","https://www.google.com/maps/place/The+Car+Doctor+of+Orem/data=!4m7!3m6!1s0x874d9ac66e764ddb:0x68119e5d257d3e62!8m2!3d40.3040872!4d-111.7143714!16s%2Fg%2F1tknky1d!19sChIJ2012bsaaTYcRYj59JV2eEWg?authuser=0&hl=en&rclk=1","Tuesday, 8:30 am to 5:30 pm; Wednesday, 8:30 am to 5:30 pm; Thursday, 8:30 am to 5:30 pm; Friday, 8:30 am to 5:30 pm; Saturday, 8 am to 2 pm; Sunday, Closed; Monday, 8:30 am to 5:30 pm. Hide open hours for the week","40.3040872","-111.7143714","+1 801-717-9373","4.8","285","Utah","cardoctorsoforem.com"
"3385 Highland Dr., Salt Lake City, UT 84106, United States","Master AutoTech","Auto repair shop","Millcreek","https://www.google.com/maps/place/Master+AutoTech/data=!4m7!3m6!1s0x875261d15c8ad0c7:0x179279ccae1f30f2!8m2!3d40.6978627!4d-111.8496974!16s%2Fg%2F1tdmw2rf!19sChIJx9CKXNFhUocR8jAfrsx5khc?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5:30 pm; Wednesday, 8 am to 5:30 pm; Thursday, 8 am to 5:30 pm; Friday, 8 am to 5:30 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5:30 pm. Hide open hours for the week","40.6978627","-111.8496974","+1 801-905-8190","4.7","150","Utah","masterauto.tech"
"3105 3500 S, West Valley City, UT 84119, United States","Back Shop Auto","Auto repair shop","West Valley City","https://www.google.com/maps/place/Back+Shop+Auto/data=!4m7!3m6!1s0x87528c976c53bef5:0x768ba5904809dbf6!8m2!3d40.6959858!4d-111.9657547!16s%2Fg%2F1thmfwjv!19sChIJ9b5TbJeMUocR9tsJSJCli3Y?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 6 pm; Wednesday, 8 am to 6 pm; Thursday, 8 am to 6 pm; Friday, 8 am to 6 pm; Saturday, 8 am to 5 pm; Sunday, Closed; Monday, 8 am to 6 pm. Hide open hours for the week","40.6959858","-111.9657547","+1 801-417-8387","4.7","340","Utah","backshopauto.com"
"227 990 N, Orem, UT 84057, United States","Rick's Muffler and Auto Repair","Auto repair shop","Orem","https://www.google.com/maps/place/Rick%27s+Muffler+and+Auto+Repair/data=!4m7!3m6!1s0x874d853aa9c1b94f:0xf899604df7400689!8m2!3d40.3147377!4d-111.701153!16s%2Fg%2F1wzt2vtn!19sChIJT7nBqTqFTYcRiQZA901gmfg?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.3147377","-111.701153","+1 801-225-5404","4.9","427","Utah","oremautorepairs.com"
"4004 S W Temple St, Millcreek, UT 84107, United States","Contract Auto Repair","Auto repair shop","Murray","https://www.google.com/maps/place/Contract+Auto+Repair/data=!4m7!3m6!1s0x87528a4fde2fe439:0x3e8d9168f86ea6b6!8m2!3d40.6846128!4d-111.8942838!16s%2Fg%2F1tdyg34r!19sChIJOeQv3k-KUocRtqZu-GiRjT4?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.6846128","-111.8942838","+1 801-266-1214","4.9","46","Utah",
"182 West 9210 South, Sandy, UT 84070, United States","Ray's Garage, Inc.","Auto repair shop","Sandy","https://www.google.com/maps/place/Ray%27s+Garage,+Inc./data=!4m7!3m6!1s0x8752887b96ceb1fd:0xa3ada3e12e73b61a!8m2!3d40.5841736!4d-111.8963933!16s%2Fg%2F1tdj4pn4!19sChIJ_bHOlnuIUocRGrZzLuGjraM?authuser=0&hl=en&rclk=1",,"40.5841736","-111.8963933","+1 801-561-5671","4.4","113","Utah",
"681 W State St, Pleasant Grove, UT 84062, United States","Carter's Auto Repair","Auto repair shop","Pleasant Grove","https://www.google.com/maps/place/Carter%27s+Auto+Repair/data=!4m7!3m6!1s0x874d84054e539c51:0xc812abf400d86909!8m2!3d40.3645815!4d-111.7503327!16s%2Fg%2F1vn18_sj!19sChIJUZxTTgWETYcRCWnYAPSrEsg?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5:30 pm; Wednesday, 8 am to 5:30 pm; Thursday, 8 am to 5:30 pm; Friday, 8 am to 5:30 pm; Saturday, 8 am to 12 pm; Sunday, Closed; Monday, 8 am to 5:30 pm. Hide open hours for the week","40.3645815","-111.7503327","+1 801-785-3941","4.7","271","Utah","cartersrepair.com"
"80 S Main St, Alpine, UT 84004, United States","J and L Automotive Repair","Auto repair shop","Alpine","https://www.google.com/maps/place/J+and+L+Automotive+Repair/data=!4m7!3m6!1s0x87527f5b9181917f:0xd11a6bc031e2df1b!8m2!3d40.4522964!4d-111.778374!16s%2Fg%2F11c0xhjj9l!19sChIJf5GBkVt_UocRG9_iMcBrGtE?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.4522964","-111.778374","+1 801-642-2466","4.5","138","Utah","jandlautomotiverepair.com"
"2267 Autumn Dr, Eagle Mountain, UT 84005, United States","A1 Source Automotive Repair","Auto repair shop","Eagle Mountain","https://www.google.com/maps/place/A1+Source+Automotive+Repair/data=!4m7!3m6!1s0x874d7d756125dd27:0x745ee38757da56f1!8m2!3d40.383775!4d-112.0001752!16s%2Fg%2F1tfpvr9c!19sChIJJ90lYXV9TYcR8VbaV4fjXnQ?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 5 pm; Wednesday, 9 am to 5 pm; Thursday, 9 am to 5 pm; Friday, 9 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 9 am to 5 pm. Hide open hours for the week","40.383775","-112.0001752","+1 801-513-0105","4.9","40","Utah",
"6955 S Greenfield Way, Salt Lake City, UT 84121, United States","Cottonwood Auto Care","Auto repair shop","Cottonwood Heights","https://www.google.com/maps/place/Cottonwood+Auto+Care/data=!4m7!3m6!1s0x8752628ba47ff543:0x18f75ce671a8aec5!8m2!3d40.625127!4d-111.8364248!16s%2Fg%2F1tdz9x6l!19sChIJQ_V_pItiUocRxa6oceZc9xg?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5:30 pm; Wednesday, 8 am to 5:30 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, 8 am to 3 pm; Sunday, Closed; Monday, Closed. Hide open hours for the week","40.625127","-111.8364248","+1 801-943-3383","4.8","416","Utah","cottonwoodautocare.com"
"1608 W 7800 S, West Jordan, UT 84084, United States","JP Automotive Repair","Auto repair shop","West Jordan","https://www.google.com/maps/place/JP+Automotive+Repair/data=!4m7!3m6!1s0x87528961f6724011:0xdda420c858b4c43c!8m2!3d40.6101138!4d-111.9371396!16s%2Fg%2F11v0j4dgc2!19sChIJEUBy9mGJUocRPMS0WMggpN0?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 5 pm; Wednesday, 9 am to 5 pm; Thursday, 9 am to 5 pm; Friday, 9 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 9 am to 5 pm. Hide open hours for the week","40.6101138","-111.9371396","+1 385-484-8413","5.0","67","Utah","jpautomotiverepairs.com"
"12650 S 1830 W, Riverton, UT 84065, United States","Diagnostic Automotive","Auto repair shop","Riverton","https://www.google.com/maps/place/Diagnostic+Automotive/data=!4m7!3m6!1s0x875286853f631341:0x576f480431b8dd8!8m2!3d40.5212837!4d-111.9418306!16s%2Fg%2F1vxw8rh2!19sChIJQRNjP4WGUocR2I0bQ4D0dgU?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5:30 pm; Wednesday, 8 am to 5:30 pm; Thursday, 8 am to 5:30 pm; Friday, 8 am to 5:30 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5:30 pm. Hide open hours for the week","40.5212837","-111.9418306","+1 801-253-4641","4.3","147","Utah","diagnosticautomotive.com"
"84 1200 W, Orem, UT 84057, United States","C Jae's automotive repair","Car repair and maintenance service","Orem","https://www.google.com/maps/place/C+Jae%27s+automotive+repair/data=!4m7!3m6!1s0x874d9b836073cd3f:0x88e93af4128abce9!8m2!3d40.2991959!4d-111.7239838!16s%2Fg%2F11hz5vp8fj!19sChIJP81zYIObTYcR6byKEvQ66Yg?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 6 pm; Wednesday, 9 am to 6 pm; Thursday, 9 am to 6 pm; Friday, 9 am to 6 pm; Saturday, 9 am to 3 pm; Sunday, Closed; Monday, 9 am to 6 pm. Hide open hours for the week","40.2991959","-111.7239838","+1 818-294-4424","4.9","227","Utah","cjaesautomotiverepairs.com"
