"address","title","category","city","google_map_link","workhours","latitude","longitude","phone","avg_rating","rating_count","state","website"
"27649 Old Lincoln Hwy, Wanship, UT 84017, United States","Yuta","Restaurant","Wanship","https://www.google.com/maps/place/Yuta/data=!4m7!3m6!1s0x87521595ae640001:0x4e82b41e6bb0e5dd!8m2!3d40.8130586!4d-111.4457247!16s%2Fg%2F11h3v670s0!19sChIJAQBkrpUVUocR3eWwax60gk4?authuser=0&hl=en&rclk=1","Tuesday, 7 am to 9 pm; Wednesday, 7 am to 9 pm; Thursday, 7 am to 9 pm; Friday, 7 am to 9 pm; Saturday, 7 am to 9 pm; Sunday, 7 am to 9 pm; Monday, 7 am to 9 pm. Hide open hours for the week","40.8130586","-111.4457247","+1 435-336-6420","4.4","62","Utah","aubergeresorts.com"
"341 S Main St STE 101, Salt Lake City, UT 84111, United States","Felt Bar & Eatery","Cocktail bar","Salt Lake City","https://www.google.com/maps/place/Felt+Bar+%26+Eatery/data=!4m7!3m6!1s0x8752f5d6d3d14905:0xde01b627634aea6e!8m2!3d40.7618227!4d-111.890594!16s%2Fg%2F11vr5_03cv!19sChIJBUnR09b1UocRbupKYye2Ad4?authuser=0&hl=en&rclk=1",,,,"+1 385-267-1093","4.8","176","Utah","feltslc.com"
"735 S Main St, Nephi, UT 84648, United States","Lisa's Country Kitchen","American restaurant","Nephi","https://www.google.com/maps/place/Lisa%27s+Country+Kitchen/data=!4m7!3m6!1s0x874c56368a4f29fd:0x7759324d5304d2cb!8m2!3d39.697651!4d-111.835526!16s%2Fg%2F1tdbfxct!19sChIJ_SlPijZWTIcRy9IEU00yWXc?authuser=0&hl=en&rclk=1","Tuesday, 7:30 am to 9:30 pm; Wednesday, 7:30 am to 9:30 pm; Thursday, 7:30 am to 9:30 pm; Friday, 7:30 am to 9:30 pm; Saturday, 7:30 am to 9:30 pm; Sunday, Closed; Monday, 7:30 am to 9:30 pm. Hide open hours for the week",,,"+1 435-623-7900","4.2","1502","Utah","facebook.com"
"20 S 400 W #2020, Salt Lake City, UT 84101, United States","Fleming’s Prime Steakhouse & Wine Bar","Fine dining restaurant","Salt Lake City","https://www.google.com/maps/place/Fleming%E2%80%99s+Prime+Steakhouse+%26+Wine+Bar/data=!4m7!3m6!1s0x8752f501b68f63e1:0xb648f58eccb3b888!8m2!3d40.7687399!4d-111.9033043!16s%2Fg%2F11b5pjj5tp!19sChIJ4WOPtgH1UocRiLizzI71SLY?authuser=0&hl=en&rclk=1",,,"-111.9033043","+1 801-355-3704","4.5","1775","Utah","flemingssteakhouse.com"
"1291 S 1100 E, Salt Lake City, UT 84105, United States","Hub and Spoke Diner","Diner","Salt Lake City","https://www.google.com/maps/place/Hub+and+Spoke+Diner/data=!4m7!3m6!1s0x8752f5551c58e951:0xf4aff47160bddce4!8m2!3d40.7417568!4d-111.8591855!16s%2Fg%2F11b7hm_j8n!19sChIJUelYHFX1UocR5Ny9YHH0r_Q?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 3 pm; Wednesday, 8 am to 3 pm; Thursday, 8 am to 3 pm; Friday, 8 am to 3 pm; Saturday, 8 am to 4 pm; Sunday, 8 am to 4 pm; Monday, 8 am to 3 pm. Hide open hours for the week",,"-111.8591855","+1 801-487-0698","4.4","2744","Utah","hubandspokediner.com"
"751 Lower Main Street, Park City, UT 84060, United States","Butcher's Chop House & Bar","Steak house","Park City","https://www.google.com/maps/place/Butcher%27s+Chop+House+%26+Bar/data=!4m7!3m6!1s0x875272a2b7ab7f9d:0xad3ba4b37ad7adfc!8m2!3d40.6469924!4d-111.4985216!16s%2Fg%2F1tqtb4f9!19sChIJnX-rt6JyUocR_K3XerOkO60?authuser=0&hl=en&rclk=1","Tuesday, 4 to 10 pm; Wednesday, 4 to 10 pm; Thursday, 4 to 10 pm; Friday, 4 to 10 pm; Saturday, 4 to 10 pm; Sunday, 4 to 10 pm; Monday, 4 to 10 pm. Hide open hours for the week",,"-111.4985216","+1 435-647-0040","4.4","1169","Utah","butcherschophouse.com"
"12544 Pasture Rd Ste E, Riverton, UT 84096, United States","Aunty's Hawaiian Kitchen - Riverton","Hawaiian restaurant","Riverton","https://www.google.com/maps/place/Aunty%27s+Hawaiian+Kitchen+-+Riverton/data=!4m7!3m6!1s0x87528527228f3bb9:0x943e0f0198f4a92f!8m2!3d40.5238723!4d-111.9869487!16s%2Fg%2F11rv8025td!19sChIJuTuPIieFUocRL6n0mAEPPpQ?authuser=0&hl=en&rclk=1","Tuesday, 11 am to 2:30 pm, 5 to 8:30 pm; Wednesday, 11 am to 2:30 pm, 5 to 8:30 pm; Thursday, 11 am to 2:30 pm, 5 to 8:30 pm; Friday, 11 am to 2:30 pm, 5 to 8:30 pm; Saturday, 11 am to 8:30 pm; Sunday, Closed; Monday, 11 am to 2:30 pm, 5 to 8:30 pm. Hide open hours for the week",,"-111.9869487","+1 385-296-7065","4.8","534","Utah","auntyshawaiiankitchen.com"
"32 Exchange Pl, Salt Lake City, UT 84111, United States","Twist Bar - Bistro - Social","Bar & grill","Salt Lake City","https://www.google.com/maps/place/Twist+Bar+-+Bistro+-+Social/data=!4m7!3m6!1s0x8752f5104eeaee8d:0xd7096ff2a47248c0!8m2!3d40.761315!4d-111.890123!16s%2Fg%2F11b7rxhkfh!19sChIJje7qThD1UocRwEhypPJvCdc?authuser=0&hl=en&rclk=1","Tuesday, 5 pm to 1 am; Wednesday, 5 pm to 1 am; Thursday, 5 pm to 1 am; Friday, 5 pm to 1 am; Saturday, 5 pm to 1 am; Sunday, 5 pm to 1 am; Monday, Closed. Hide open hours for the week",,"-111.890123","+1 801-322-3200","4.1","1473","Utah","twistslc.com"
"132 S Main St, Salt Lake City, UT 84101, United States","Antica Roma","Restaurant","Salt Lake City","https://www.google.com/maps/place/Antica+Roma/data=!4m7!3m6!1s0x8752f52759d2f929:0xe4888b39b072c727!8m2!3d40.766295!4d-111.891341!16s%2Fg%2F11tmxhp29d!19sChIJKfnSWSf1UocRJ8dysDmLiOQ?authuser=0&hl=en&rclk=1","Tuesday, 5 to 9 pm; Wednesday, 5 to 9 pm; Thursday, 5 to 9 pm; Friday, Closed; Saturday, 5 to 9 pm; Sunday, Closed; Monday, 5 to 9 pm. Hide open hours for the week","40.766295","-111.891341","+1 801-532-0500","4.6","286","Utah","anticaroma.us"
"725 E 12300 S, Draper, UT 84020, United States","Gourmandise","European restaurant","Draper","https://www.google.com/maps/place/Gourmandise/data=!4m7!3m6!1s0x87528758af91471f:0xcd536537f6b1dca0!8m2!3d40.5272482!4d-111.8706298!16s%2Fg%2F11f7nl6qbj!19sChIJH0eRr1iHUocRoNyx9jdlU80?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 9 pm; Wednesday, 8 am to 9 pm; Thursday, 8 am to 9 pm; Friday, 8 am to 10 pm; Saturday, 8 am to 10 pm; Sunday, 9 am to 3 pm; Monday, 8 am to 9 pm. Hide open hours for the week","40.5272482","-111.8706298","+1 801-571-1500","4.3","2520","Utah","gourmandise.com"
"334 E 800 S, Orem, UT 84097, United States","Pitada Brazil","Brazilian restaurant","Orem","https://www.google.com/maps/place/Pitada+Brazil/data=!4m7!3m6!1s0x874d9b29a232d7b9:0x1b68a150e23173e8!8m2!3d40.2819647!4d-111.6873935!16s%2Fg%2F11s7zjn05m!19sChIJudcyoimbTYcR6HMx4lChaBs?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 5 pm; Wednesday, 11:30 am to 7 pm; Thursday, 11:30 am to 7 pm; Friday, 11:30 am to 8 pm; Saturday, 11:30 am to 8 pm; Sunday, Closed; Monday, 11:30 am to 7 pm. Hide open hours for the week",,"-111.6873935","+1 385-241-2124","4.9","895","Utah","pitadabrazil.com"
"1000 S Main St #102, Salt Lake City, UT 84101, United States","Star of India","Indian restaurant","Salt Lake City","https://www.google.com/maps/place/Star+of+India/data=!4m7!3m6!1s0x8752f511a9a95c4d:0xecf9cd238cfb8d94!8m2!3d40.7474442!4d-111.8918728!16s%2Fg%2F1v1vdp1b!19sChIJTVypqRH1UocRlI37jCPN-ew?authuser=0&hl=en&rclk=1","Tuesday, 11 am to 9:30 pm; Wednesday, 11 am to 9:30 pm; Thursday, 11 am to 9:30 pm; Friday, 11 am to 9:30 pm; Saturday, 11 am to 9:30 pm; Sunday, Closed; Monday, 11 am to 9:30 pm. Hide open hours for the week","40.7474442","-111.8918728","+1 801-363-7555","4.5","1864","Utah","starofindiaonline.com"
"600 S 700 E 2nd Floor, Salt Lake City, UT 84102, United States","Rodizio Grill Brazilian Steakhouse Salt Lake City","Brazilian restaurant","Salt Lake City","https://www.google.com/maps/place/Rodizio+Grill+Brazilian+Steakhouse+Salt+Lake+City/data=!4m7!3m6!1s0x8752f569ce1bb32d:0x9fdd8947a4bb171e!8m2!3d40.756758!4d-111.8717483!16s%2Fg%2F1tcxq4fn!19sChIJLbMbzmn1UocRHhe7pEeJ3Z8?authuser=0&hl=en&rclk=1","Tuesday, 12 to 9 pm; Wednesday, 12 to 9 pm; Thursday, 12 to 9 pm; Friday, 12 to 10 pm; Saturday, 11 am to 10 pm; Sunday, 11 am to 9 pm; Monday, 12 to 9 pm. Hide open hours for the week",,"-111.8717483","+1 801-220-0500","4.7","9638","Utah","rodiziogrill.com"
"834 E State St, American Fork, UT 84003, United States","Jim's Family Restaurant","Family restaurant","American Fork","https://www.google.com/maps/place/Jim%27s+Family+Restaurant/data=!4m7!3m6!1s0x874d8159b58e5239:0xa133073005f6390!8m2!3d40.3710931!4d-111.7755133!16s%2Fg%2F1tj_5qgc!19sChIJOVKOtVmBTYcRkGNfAHMwEwo?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 9 pm; Wednesday, 8 am to 9 pm; Thursday, 8 am to 9 pm; Friday, 8 am to 9 pm; Saturday, 7 am to 9 pm; Sunday, 7 am to 9 pm; Monday, 8 am to 9 pm. Hide open hours for the week",,"-111.7755133","+1 801-492-4000","4.3","2404","Utah","jimsfamilyrestaurant.com"
"5 N Main St, Moab, UT 84532, United States","The Spoke on Center","Hamburger restaurant","Moab","https://www.google.com/maps/place/The+Spoke+on+Center/data=!4m7!3m6!1s0x8747e1eeabd0948d:0xea9b835f2d3b1e8!8m2!3d38.5734627!4d-109.5510855!16s%2Fg%2F11b7lm9y56!19sChIJjZTQq-7hR4cR6LHT8jW4qQ4?authuser=0&hl=en&rclk=1","Tuesday, 11 am to 10 pm; Wednesday, 11 am to 10 pm; Thursday, 11 am to 10 pm; Friday, 11 am to 10 pm; Saturday, 11 am to 10 pm; Sunday, 11 am to 10 pm; Monday, 11 am to 10 pm. Hide open hours for the week",,"-109.5510855","+1 435-260-7177","4.2","3225","Utah","thespokemoab.com"
"2820 E 6200 S, Holladay, UT 84121, United States","Cotton Bottom Inn","Restaurant","Holladay","https://www.google.com/maps/place/Cotton+Bottom+Inn/data=!4m7!3m6!1s0x875262548715c553:0x7c64d1a32c5114a5!8m2!3d40.6378366!4d-111.8121202!16s%2Fg%2F1thvhdsb!19sChIJU8UVh1RiUocRpRRRLKPRZHw?authuser=0&hl=en&rclk=1","Tuesday, 11 am to 10 pm; Wednesday, 11 am to 10 pm; Thursday, 11 am to 10 pm; Friday, 11 am to 10 pm; Saturday, 10:30 am to 10 pm; Sunday, 10:30 am to 10 pm; Monday, 11 am to 10 pm. Hide open hours for the week",,"-111.8121202","+1 801-849-8847","4.4","1819","Utah","thecottonbottom.com"
"784 Resort Dr #6463, Midway, UT 84049, United States","Z's Restaurant","Restaurant","Midway","https://www.google.com/maps/place/Z%27s+Restaurant/data=!4m7!3m6!1s0x87527539bb6c8595:0xf82534841131ea5f!8m2!3d40.5254259!4d-111.4886526!16s%2Fg%2F1pp2tl113!19sChIJlYVsuzl1UocRX-oxEYQ0Jfg?authuser=0&hl=en&rclk=1",,,"-111.4886526","+1 435-709-9572","4.1","513","Utah","zermattresort.com"
"1100 W 7800 S #18C, West Jordan, UT 84088, United States","Mystique Dining at Gardner Village","Fine dining restaurant","West Jordan","https://www.google.com/maps/place/Mystique+Dining+at+Gardner+Village/data=!4m7!3m6!1s0x8752898eca444a6d:0x6f3dc824b6110b2f!8m2!3d40.6104811!4d-111.9233645!16s%2Fg%2F11h3cby4x6!19sChIJbUpEyo6JUocRLwsRtiTIPW8?authuser=0&hl=en&rclk=1","Tuesday, 5 to 8 pm; Wednesday, 5 to 8 pm; Thursday, 5 to 8 pm; Friday, 5 to 11 pm; Saturday, 5 to 11 pm; Sunday, Closed; Monday, 5 to 8 pm. Hide open hours for the week",,"-111.9233645","+1 916-293-9000","4.6","582","Utah","mystiquedining.com"
"2222 W 3500 S b7, West Valley City, UT 84119, United States","Tuk Tuk’s of West Valley","Thai restaurant","West Valley City","https://www.google.com/maps/place/Tuk+Tuk%E2%80%99s+of+West+Valley/data=!4m7!3m6!1s0x87528b67e26ee0fb:0xdc0b9b01a17dbe7e!8m2!3d40.6975025!4d-111.947697!16s%2Fg%2F11hzph25vl!19sChIJ--Bu4meLUocRfr59oQGbC9w?authuser=0&hl=en&rclk=1","Tuesday, 11 am to 2:30 pm, 5 to 8:30 pm; Wednesday, 11 am to 2:30 pm, 5 to 8:30 pm; Thursday, 11 am to 2:30 pm, 5 to 8:30 pm; Friday, 11 am to 2:30 pm, 5 to 8:30 pm; Saturday, 11 am to 2:30 pm, 5 to 8:30 pm; Sunday, Closed; Monday, 11 am to 2:30 pm, 5 to 8:30 pm. Hide open hours for the week",,"-111.947697","+1 385-227-8347","4.6","901","Utah","tuktuks-slc.com"
"380 N 850 E, Lehi, UT 84043, United States","Ednas Market & Grille - Lehi","Restaurant","Lehi","https://www.google.com/maps/place/Ednas+Market+%26+Grille+-+Lehi/data=!4m7!3m6!1s0x874d81c85bb88d17:0x347d7d6a441558ac!8m2!3d40.3921733!4d-111.8364884!16s%2Fg%2F11pcp9h2dh!19sChIJF424W8iBTYcRrFgVRGp9fTQ?authuser=0&hl=en&rclk=1","Tuesday, 11 am to 8:15 pm; Wednesday, 11 am to 8:15 pm; Thursday, 11 am to 8:15 pm; Friday, 11 am to 9 pm; Saturday, 11 am to 9 pm; Sunday, Closed; Monday, 11 am to 8:15 pm. Hide open hours for the week",,"-111.8364884","+1 385-287-0887","4.5","596","Utah","ednasgrill.com"
"54 W 1700 S, Salt Lake City, UT 84115, United States","Sweet Lake Biscuits & Limeade","Breakfast restaurant","Salt Lake City","https://www.google.com/maps/place/Sweet+Lake+Biscuits+%26+Limeade/data=!4m7!3m6!1s0x8752f52d5461c70d:0xe83b5f48b7c80681!8m2!3d40.7337019!4d-111.8928551!16s%2Fg%2F11cnbz379p!19sChIJDcdhVC31UocRgQbIt0hfO-g?authuser=0&hl=en&rclk=1","Tuesday, 8:30 am to 3 pm; Wednesday, 8:30 am to 3 pm; Thursday, 8:30 am to 3 pm; Friday, 8:30 am to 3 pm; Saturday, 8 am to 4 pm; Sunday, 8 am to 4 pm; Monday, 8:30 am to 3 pm. Hide open hours for the week",,"-111.8928551","+1 801-953-1978","4.4","3240","Utah","sweetlakefresh.com"
"3524 S 2200 W, West Valley City, UT 84119, United States","Cafe Silvestre","Mexican restaurant","West Valley City","https://www.google.com/maps/place/Cafe+Silvestre/data=!4m7!3m6!1s0x87528b63ad90f31d:0x7f880328c0472aec!8m2!3d40.6960969!4d-111.9488151!16s%2Fg%2F1v_z4t86!19sChIJHfOQrWOLUocR7CpHwCgDiH8?authuser=0&hl=en&rclk=1",,,"-111.9488151","+1 801-972-5582","4.6","1714","Utah","cafesilvestrerestaurants.com"
"1904 W 5400 S, Taylorsville, UT 84129, United States","Texas Roadhouse","Steak house","Taylorsville","https://www.google.com/maps/place/Texas+Roadhouse/data=!4m7!3m6!1s0x87528bfb9df074cf:0x548b15973c8842cf!8m2!3d40.6542437!4d-111.9430149!16s%2Fg%2F1v_z9d27!19sChIJz3TwnfuLUocRz0KIPJcVi1Q?authuser=0&hl=en&rclk=1",,,"-111.9430149","+1 801-955-7514","4.4","8060","Utah","texasroadhouse.com"
"326 S W Temple St, Salt Lake City, UT 84101, United States","Gracie's","Bar","Salt Lake City","https://www.google.com/maps/place/Gracie%27s/data=!4m7!3m6!1s0x8752f51acaa00a6d:0xcfe0aea885be7929!8m2!3d40.7620799!4d-111.8944319!16s%2Fm%2F0lfy4ws!19sChIJbQqgyhr1UocRKXm-haiu4M8?authuser=0&hl=en&rclk=1",,,"-111.8944319","+1 801-819-7565","4.2","3869","Utah","graciesslc.com"
"5284 Commerce Dr C174, Murray, UT 84107, United States","Hwa | Korean & Japanese Restaurant","Korean restaurant","Murray","https://www.google.com/maps/place/Hwa+%7C+Korean+%26+Japanese+Restaurant/data=!4m7!3m6!1s0x87528a2a3db66151:0xd77a883fbf39286c!8m2!3d40.6566055!4d-111.8993562!16s%2Fg%2F1hc5pz7xx!19sChIJUWG2PSqKUocRbCg5vz-Ietc?authuser=0&hl=en&rclk=1","Tuesday, 11 am to 3 pm, 5 to 9 pm; Wednesday, 11 am to 3 pm, 5 to 9 pm; Thursday, 11 am to 3 pm, 5 to 9 pm; Friday, 11 am to 3 pm, 5 to 9 pm; Saturday, 11 am to 3 pm, 5 to 9 pm; Sunday, Closed; Monday, 11 am to 3 pm, 5 to 9 pm. Hide open hours for the week",,"-111.8993562","+1 801-266-2901","4.6","642","Utah","hwaslc.com"
"1728 Park Ave, Riverton, UT 84065, United States","Jim's Family Restaurant","Family restaurant","Riverton","https://www.google.com/maps/place/Jim%27s+Family+Restaurant/data=!4m7!3m6!1s0x87528690646bbeb5:0xa427659416c68700!8m2!3d40.5191264!4d-111.9393286!16s%2Fg%2F1td1dx2b!19sChIJtb5rZJCGUocRAIfGFpRlJ6Q?authuser=0&hl=en&rclk=1","Tuesday, 7 am to 9 pm; Wednesday, 7 am to 9 pm; Thursday, 7 am to 9 pm; Friday, 7 am to 9 pm; Saturday, 7 am to 9 pm; Sunday, 7 am to 4 pm; Monday, 7 am to 9 pm. Hide open hours for the week",,"-111.9393286","+1 801-446-7670","4.4","2069","Utah","jimsfamilyrestaurant.com"
"601 W Main St, American Fork, UT 84003, United States","In-N-Out Burger","Hamburger restaurant","American Fork","https://www.google.com/maps/place/In-N-Out+Burger/data=!4m7!3m6!1s0x874d819eca1b74f1:0xe0d1574b6ec8a751!8m2!3d40.3758951!4d-111.8147053!16s%2Fg%2F1tfkwst2!19sChIJ8XQbyp6BTYcRUafIbktX0eA?authuser=0&hl=en&rclk=1","Tuesday, 10:30 am to 1 am; Wednesday, 10:30 am to 1 am; Thursday, 10:30 am to 1 am; Friday, 10:30 am to 1:30 am; Saturday, 10:30 am to 1:30 am; Sunday, 10:30 am to 1 am; Monday, 10:30 am to 1 am. Hide open hours for the week","40.3758951","-111.8147053","+1 800-786-1000","4.5","6465","Utah","locations.in-n-out.com"
"754 E S Temple St, Salt Lake City, UT 84102, United States","Sawadee (Utah) Thai Restaurant","Thai restaurant","Salt Lake City","https://www.google.com/maps/place/Sawadee+%28Utah%29+Thai+Restaurant/data=!4m7!3m6!1s0x8752f57079ee8649:0xa7ea2a41e6916bb7!8m2!3d40.7690835!4d-111.8692169!16s%2Fg%2F1wtbvcb2!19sChIJSYbueXD1UocRt2uR5kEq6qc?authuser=0&hl=en&rclk=1","Tuesday, 11 am to 3 pm, 5 to 9 pm; Wednesday, 11 am to 3 pm, 5 to 9 pm; Thursday, 11 am to 3 pm, 5 to 9 pm; Friday, 11 am to 3 pm, 5 to 9:30 pm; Saturday, 12 to 9:30 pm; Sunday, 4 to 9 pm; Monday, 11 am to 3 pm, 5 to 9 pm. Hide open hours for the week",,"-111.8692169","+1 801-328-8424","4.4","2581","Utah","sawadeethaiutah.com"
"190 S State St, Lindon, UT 84042, United States","Oteo","Mexican restaurant","Lindon","https://www.google.com/maps/place/Oteo/data=!4m7!3m6!1s0x874d85026024aa4d:0xf0ab4cdb6159c58f!8m2!3d40.3339021!4d-111.7141877!16s%2Fg%2F11bbx0cqx2!19sChIJTaokYAKFTYcRj8VZYdtMq_A?authuser=0&hl=en&rclk=1","Tuesday, 11 am to 3 pm, 5 to 9 pm; Wednesday, 11 am to 3 pm, 5 to 9 pm; Thursday, 11 am to 3 pm, 5 to 9 pm; Friday, 11 am to 3 pm, 5 to 9 pm; Saturday, 12 to 3 pm, 5 to 9 pm; Sunday, Closed; Monday, Closed. Hide open hours for the week","40.3339021","-111.7141877","+1 385-323-7990","4.5","681","Utah","oteorestaurant.com"
"722 State St, Salt Lake City, UT 84111, United States","Sapa","Japanese restaurant","Salt Lake City","https://www.google.com/maps/place/Sapa/data=!4m7!3m6!1s0x8752f53d8afc06f5:0x46fc57dcb792de60!8m2!3d40.7535541!4d-111.8884772!16s%2Fg%2F1vlzbvnf!19sChIJ9Qb8ij31UocRYN6St9xX_EY?authuser=0&hl=en&rclk=1","Tuesday, 11 am to 3 pm, 5 to 9 pm; Wednesday, 11 am to 3 pm, 5 to 9 pm; Thursday, 11 am to 3 pm, 5 to 9 pm; Friday, 11 am to 3 pm, 5 to 10 pm; Saturday, 5 to 10 pm; Sunday, Closed; Monday, 11 am to 3 pm, 5 to 9 pm. Hide open hours for the week","40.7535541","-111.8884772","+1 801-363-7272","4.6","3302","Utah","sapabarandgrill.com"
"7777 S State St, Midvale, UT 84047, United States","Del Barrio Cafe","Mexican restaurant","Midvale","https://www.google.com/maps/place/Del+Barrio+Cafe/data=!4m7!3m6!1s0x8752899e86dd2751:0x64010be35765154c!8m2!3d40.6099346!4d-111.8905072!16s%2Fg%2F11np8rshbf!19sChIJUSfdhp6JUocRTBVlV-MLAWQ?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 9 pm; Wednesday, 9 am to 9 pm; Thursday, 9 am to 9 pm; Friday, 8:30 am to 10 pm; Saturday, 8:30 am to 10 pm; Sunday, Closed; Monday, 9 am to 9 pm. Hide open hours for the week",,"-111.8905072","+1 801-902-9971","4.8","1214","Utah","delbarriocafe.com"
"260 S 200 W, Salt Lake City, UT 84101, United States","Settebello Pizzeria Napoletana","Pizza restaurant","Salt Lake City","https://www.google.com/maps/place/Settebello+Pizzeria+Napoletana/data=!4m7!3m6!1s0x8752f5048d1cb17f:0xa6a2f46fbc4ca9e0!8m2!3d40.7634871!4d-111.8970853!16s%2Fg%2F1tn068by!19sChIJf7EcjQT1UocR4KlMvG_0oqY?authuser=0&hl=en&rclk=1","Tuesday, 11 am to 10 pm; Wednesday, 11 am to 10 pm; Thursday, 11 am to 10 pm; Friday, 11 am to 10 pm; Saturday, 11 am to 10 pm; Sunday, 12 to 9 pm; Monday, 11 am to 10 pm. Hide open hours for the week",,"-111.8970853","+1 801-322-3556","4.5","3718","Utah","settebello.net"
"1072 Fort Union Blvd, Midvale, UT 84047, United States","Cubby's","American restaurant","Midvale","https://www.google.com/maps/place/Cubby%27s/data=!4m7!3m6!1s0x875289b7d38d2d1d:0x9b2cdd811eb46be6!8m2!3d40.6225021!4d-111.8617045!16s%2Fg%2F11lky6sxy6!19sChIJHS2N07eJUocR5mu0HoHdLJs?authuser=0&hl=en&rclk=1",,"40.6225021","-111.8617045","+1 385-309-1500","4.0","481","Utah","cubbys.co"
"101 W Main St, Midway, UT 84049, United States","Café Galleria - Midway, Utah","Italian restaurant","Midway","https://www.google.com/maps/place/Caf%C3%A9+Galleria+-+Midway,+Utah/data=!4m7!3m6!1s0x87520aaccfa7ff99:0xd8db6a5c328657cc!8m2!3d40.5119444!4d-111.4747222!16s%2Fg%2F1td1vy59!19sChIJmf-nz6wKUocRzFeGMlxq29g?authuser=0&hl=en&rclk=1",,"40.5119444","-111.4747222","+1 435-657-2002","4.0","2287","Utah","thecafegalleria.com"
"154 S Main St, Heber City, UT 84032, United States","Chick's Café","American restaurant","Heber","https://www.google.com/maps/place/Chick%27s+Caf%C3%A9/data=!4m7!3m6!1s0x874df5905b525b77:0xef3d77fcb26c7a0a!8m2!3d40.5056449!4d-111.4137228!16s%2Fg%2F1tgh80sy!19sChIJd1tSW5D1TYcRCnpssvx3Pe8?authuser=0&hl=en&rclk=1","Tuesday, 7 am to 9 pm; Wednesday, 7 am to 9 pm; Thursday, 7 am to 9 pm; Friday, 7 am to 9 pm; Saturday, 7 am to 9 pm; Sunday, 7 am to 9 pm; Monday, 7 am to 9 pm. Hide open hours for the week","40.5056449","-111.4137228","+1 435-654-1771","4.4","1440","Utah","facebook.com"
"8612 1300 E, Sandy, UT 84094, United States","Fratelli Ristorante","Italian restaurant","Sandy","https://www.google.com/maps/place/Fratelli+Ristorante/data=!4m7!3m6!1s0x875287fdfcad467f:0xff3a3aa24a9f0638!8m2!3d40.5948071!4d-111.8535327!16s%2Fg%2F1tjfbrbm!19sChIJf0at_P2HUocROAafSqI6Ov8?authuser=0&hl=en&rclk=1","Tuesday, 11 am to 9 pm; Wednesday, 11 am to 9 pm; Thursday, 11 am to 9 pm; Friday, 11 am to 9 pm; Saturday, 11 am to 9 pm; Sunday, Closed; Monday, 11 am to 9 pm. Hide open hours for the week","40.5948071","-111.8535327","+1 801-495-4550","4.2","1106","Utah","fratelliutah.com"
